1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
3
4
4
5
5
5
5
6
6
6
6
6
6
7
9
12
14
16
17
20
22
25
26
29
31
33
34
35
38
45
50
58
65
74
82
89
97
112
125
137
143
148
156
168
180
196
212
234
262
288
316
355
395
424
453
478
506
531
566
595
641
691
752
819
885
984
1090
1208
1322
1427
1538
1650
1757
1874
1999
2124
2278
2433
2603
2831
3065
3360
3679
4016
4377
4755
5126
5490
5910
6310
6757
7205
7677
8177
8753
9392
10121
10927
11745
12674
13562
14460
15450
16396
17352
18281
19267
20249
21229
22286
23363
24464
25608
26777
27875
29030
30140
31166
32111
32981
33776
34506
35178
35816
36373
36887
37380
37783
38128
38420
38710
38953
39144
39293
39411
39504
39578
39640
39691
39736
39768
39803
39822
39840
39847
39858
39868
39874
39877
39883
39886
39892
39895
39897
39904
39904
39905
39906
39906
39907
39908
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
39909
